,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Packet Length Max,-0.30405256924009505,0.15637272252918852,-0.019891055257483463,0.0643254888423499,-0.01544461584900757,0.04225199442483885,0.5034336613253227,-0.20622298599261624,0.3452125649278884,0.36974870890930217,1.0,-0.2651812356693366,0.7484118019059439,0.9463702959001721,-0.030164127764469834,-0.06289716044715139,-0.20711115663949956,0.08987323849740661,-0.016556224591053263,-0.21180058167658086,0.14880605223997148,-0.18724742400641234,0.23787734671656444,-0.024243308630110965,-0.21891101227809656,0.32195328097419773,0.0027785701147099665,0.23842249625536824,0.2165647389824543,-0.0766453718834103,-0.15013778083457985,-0.02862346519632907,-0.015642491933502947,0.07264898289346149,-0.05420641580614152,-0.05212277804570595,-0.21075810250875518,0.9205725273684441,0.6949271962775327,0.8541728886253636,0.7658315592471919,-0.026435815911336678,-0.15013778083457985,0.3497637812225618,0.6684783078086564,-0.44058822033746065,-0.07470756415218024,-0.02862346519632907,0.3497637812225618,0.08593077003187839,0.6699199240540306,0.3452125649278883,0.7484118019059439,-0.019891055257483463,-0.01544461584900757,0.0643254888423499,0.04225199442483885,0.20606767994294137,0.36522362606088987,-0.02100353886306758,0.2202933184217636,-0.023046615218633416,-0.0029194234179789422,-0.008470263291562473,-0.023249637609677132,-0.004692917382829418,-0.00964560038065826,-0.010958172658386296,-0.004618343206857774
Bwd Packet Length Min,0.8544552170007872,-0.1559036894900973,-0.01069823002703624,-0.014448013938582353,-0.012463097379272753,-0.00674036991764766,-0.3247353748918643,0.4799808628724945,-0.1734643861103242,-0.3527330169753151,-0.2651812356693366,1.0,-0.007032869007731808,-0.35873495963208113,0.005139832736575376,-0.021393291716308552,-0.10851589639252449,-0.07919893491214527,-0.14390342706305448,-0.09602906248558804,-0.15052531745976436,-0.11110082325043318,-0.08676352108422042,-0.13801291091004037,-0.09709136200583317,-0.11001433329921702,-0.04986295869079358,-0.10415219945318291,-0.09158812778340507,-0.013454943742198513,-0.04431484345236188,-0.013006486525644156,-0.012471049573146438,-0.020082269400561202,-0.020769602989615648,-0.008926108669538241,0.49915328211097787,-0.33244517856367,-0.093861927479986,-0.3024227122085104,-0.26844927484813846,-0.018926426601529173,-0.04431484345236188,-0.26319122342989376,-0.441079228970352,-0.23830623396545927,-0.06071989796477405,-0.013006486525644156,-0.26319122342989376,0.2901682134970003,-0.01761689457442527,-0.17346438611032414,-0.007032869007731808,-0.01069823002703624,-0.012463097379272755,-0.014448013938582353,-0.00674036991764766,-0.27423205899983355,-0.1725503536904076,-0.010323368652247594,-0.6243578793179538,-0.034010452858909745,-0.021419653947953785,-0.03506887315872982,-0.03058546014417118,-0.11755491287082688,-0.04467099819954388,-0.12013946062604405,-0.11329590769139879
Bwd Packet Length Mean,-0.06722774770247426,0.16579715945008822,-0.015448525043974657,0.14829199339045512,-0.009101338588792921,0.13827517179769322,0.31512538942197643,-0.0649095642450471,0.26678129863841077,0.25849623829269824,0.7484118019059439,-0.007032869007731808,1.0,0.7381739544633186,-0.013752609368468829,-0.052545067018613244,-0.18441738775241678,0.08399101550251722,0.023419257430123627,-0.1853877369969026,0.15790906747526004,-0.1673626544274313,0.2351323933825677,0.01394345248184043,-0.1911489721350158,0.3053066844779737,-0.017780274184216717,0.18841138597193077,0.2216050151541859,-0.06289213144171352,-0.12143307564508206,-0.025059723008242944,-0.008875140884129279,0.1499749568449974,-0.04585150312542679,-0.04140485505402053,-0.06526016222226494,0.7091873520138865,0.908528815856099,0.8071503187519987,0.907807399099434,-0.02529804021450197,-0.12143307564508206,0.2634781343024798,0.4205937060437924,-0.37610833929449583,-0.08006410655460726,-0.025059723008242944,0.2634781343024798,0.16497986453374247,0.8976248659348948,0.26678129863841077,1.0,-0.015448525043974658,-0.009101338588792921,0.14829199339045512,0.13827517179769322,0.11275798192212573,0.14898142163237613,-0.018398105671670825,-0.005867100071897207,-0.0135167711073173,0.006180216296509934,0.0037418116656000714,-0.016077092434530645,0.023610725843461022,0.013709582099560119,0.019463717586779103,0.021554835967436348
Bwd Packet Length Std,-0.3839881909861541,0.11023202013611128,-0.02013520505498385,0.022019826462651656,-0.017050484933235095,0.006238580368134011,0.5051246842349647,-0.25051643119973654,0.38209892886403723,0.45284277991556443,0.9463702959001721,-0.35873495963208113,0.7381739544633186,1.0,-0.018978551088277902,-0.05916802285741238,-0.1991989475273398,0.08470337202101126,-0.023435841912314605,-0.2031032163195951,0.10119538258412628,-0.18204511809825688,0.22113657891975907,-0.03346421386959124,-0.21007866124341615,0.25881727450338043,-0.002458976027935674,0.22168758756212947,0.1885832274131678,-0.07528493071874018,-0.14722466190762581,-0.027445395016224342,-0.018111257262807743,0.027596998734822537,-0.051164213603099466,-0.04838455381551759,-0.25748990974313707,0.9173557047054958,0.6890534752648296,0.9116777074828974,0.8197496241774915,-0.02142338501676709,-0.14722466190762581,0.43048428882185447,0.6844759058641787,-0.3903133915126757,-0.06380399657329969,-0.027445395016224342,0.43048428882185447,0.046886219312476426,0.6699252609749061,0.38209892886403723,0.7381739544633185,-0.02013520505498385,-0.017050484933235098,0.022019826462651656,0.006238580368134012,0.3073439407930157,0.32458040813988476,-0.02046988944775114,0.26225351104010636,-0.02733507226179916,-0.008595619051337457,-0.015674330140785876,-0.025953248669162418,-0.01794066418122043,-0.016856244913174903,-0.02428279572790355,-0.0170285234086613
Flow Bytes/s,0.0007569043890519768,-0.031209575923282114,-0.001385078773098996,-0.000763470587831636,-0.0013058104422391512,0.00048506186096746216,0.010066006408957847,0.025059694811316834,0.029682814276781887,0.02098484421575028,-0.030164127764469834,0.005139832736575376,-0.013752609368468829,-0.018978551088277902,1.0,0.5479083655298677,-0.020592933206894412,-0.01935919420985107,-0.02912953765582925,-0.01740754140439949,-0.030214410616626615,-0.021615139081200736,-0.022105451097209215,-0.028056001533888507,-0.018031558122939446,-0.02262205114048915,-0.013349438319130047,-0.01963770279175497,-0.019414982523137177,-0.007014126327847376,0.09788797713797573,-0.002352391009359339,-0.001500396133780185,-0.001318721842916975,0.47970560065604495,0.4257300828328997,0.00378898559255396,-0.011540065458630754,0.005188889745647309,-0.0012403954260490546,-0.006454849557120731,-0.003454970537642822,0.09788797713797573,0.01588720098091771,-0.007850129473353338,0.01159662212082177,-0.009146229642936906,-0.002352391009359339,0.01588720098091771,0.0026659102061289256,0.01288634142602914,0.029682814276781887,-0.013752609368468833,-0.0013850787730989957,-0.001305810442239151,-0.000763470587831636,0.00048506186096746237,0.04055912869221965,0.0038743449580464703,-0.0013742404767171752,-0.021317507034213395,-0.0064611811994641595,-0.004479372924412477,-0.006976512326602209,-0.005594023215013935,-0.02418412484607038,-0.008939563831375561,-0.02470637390645475,-0.023334814906535984
Flow Packets/s,-0.02257632921423753,-0.03204654834863946,-0.0016170058367130937,-0.0033900837304347256,-0.0019599728863285725,-0.0016196601274372463,-0.05571958524661593,-0.0050623012200242444,-0.05502863548220591,-0.05003960601981317,-0.06289716044715139,-0.021393291716308552,-0.052545067018613244,-0.05916802285741238,0.5479083655298677,1.0,-0.021075859042895717,-0.019836621725232585,-0.02987968300366024,-0.01781262465076598,-0.03100966120797883,-0.022123869251403982,-0.022662586502569804,-0.028754138193543815,-0.018451056913561147,-0.023256387645349267,-0.013675051408404065,-0.02013047692952842,-0.019963471271834923,-0.007183048779701945,0.07721998933492001,-0.000995402921751525,-0.0018798881852008012,-0.003999215830077623,0.9706037093901944,0.41815510345803597,-0.014457736780224224,-0.06910190839254775,-0.05528122666542095,-0.06487846597320412,-0.046859514680399,0.018667292336077716,0.07721998933492001,-0.03941996149481869,-0.06686930024979833,0.0961708056263779,0.08041793333277472,-0.000995402921751525,-0.03941996149481869,-0.009498747614686864,-0.05713730809219099,-0.05502863548220591,-0.05254506701861322,-0.0016170058367130941,-0.0019599728863285725,-0.003390083730434726,-0.0016196601274372463,-0.024364039203699797,-0.021995309528837083,-0.0015572624205016827,-0.008916457528658685,-0.006678905749677688,-0.004651721678521086,-0.007216789030973565,-0.005771113130057309,-0.024792167538306764,-0.009244009508126774,-0.02533415061800006,-0.023913535771393542
Flow IAT Mean,-0.15139331226022815,0.5099361903998733,-0.007031751345398622,-0.011610243301480333,-0.008165580377853972,-0.00559387393017976,-0.2087400676663505,-0.0251892597757769,-0.21624984108576806,-0.19769454519312743,-0.20711115663949956,-0.10851589639252449,-0.18441738775241678,-0.1991989475273398,-0.020592933206894412,-0.021075859042895717,1.0,0.14390698356057116,0.8050585902219439,0.977585173595594,0.5098828085138292,0.9630157483577899,0.017665585529256133,0.805730363185756,0.9598055266829402,0.012424801234705142,0.09396948747253021,-0.0022086513424087093,0.047082843335493854,0.10931076314837258,0.00761856834209391,-0.008014010729381266,-0.007885079059806722,-0.01335684407969029,-0.017561291322843457,-0.019739211657753688,-0.026490015490205628,-0.23991192680288165,-0.19946063102324085,-0.23539651698459194,-0.15452390800748667,-0.011623770739028611,0.00761856834209391,-0.15830863379570645,-0.24931705951172856,0.3184475486534486,-0.028421520924338726,-0.008014010729381266,-0.15830863379570645,-0.1680640642448905,-0.21600761295782503,-0.216249841085768,-0.18441738775241678,-0.007031751345398622,-0.008165580377853974,-0.011610243301480331,-0.0055938739301797605,0.11823692547840488,-0.10917712831269115,-0.006873165364040074,-0.04734946180200816,0.0012273157371449045,-0.004332386577744521,-0.0015141942720608968,0.003437133462069343,0.7418115651495459,0.026118833978928564,0.7221706519900165,0.7464748510652252
Flow IAT Std,-0.09441955656404581,0.5312452901457068,-0.005945195509213037,0.004096145760143066,-0.00555451421176883,0.000547913050793854,0.03220781985611528,0.03671130157287121,0.06930877842466925,0.02508561731326625,0.08987323849740661,-0.07919893491214527,0.08399101550251722,0.08470337202101126,-0.01935919420985107,-0.019836621725232585,0.14390698356057116,1.0,0.5841325880987828,-0.057917262735009356,0.5137441238181809,0.3420230402115631,0.593140085215621,0.5591916085075203,0.25744401887330076,0.5089479365646604,0.6899922900777653,0.46250172163469894,0.6858301543290845,0.6304402291670905,0.23426441987634508,-0.008067003417728412,-0.005606622263916023,0.0044229418555206635,-0.016529602519080838,-0.018575186849525388,0.031302826738825305,0.0986046949560688,0.12419064528367099,0.10275895988999671,0.12205518843500661,-0.009556131104292428,0.23426441987634508,-0.044473638680390795,0.014521752305871414,0.06249500306781692,0.016768512117252207,-0.008067003417728412,-0.044473638680390795,-0.002316031582731416,0.11516430039653235,0.06930877842466925,0.08399101550251725,-0.005945195509213037,-0.00555451421176883,0.004096145760143067,0.0005479130507938538,-0.08394753940307442,-0.06943452265980017,-0.00603264618636287,0.10757606658002267,0.09130887187804812,0.05426596830459007,0.09027309904634659,0.08247851701708261,0.5569444396105888,0.25631523348662094,0.5785601883520983,0.532684034505041
Flow IAT Max,-0.18755897161728044,0.7703481065570191,-0.007782851491525976,0.029280314505600428,-0.008461893865685851,0.028988205278114233,-0.11205415308941556,-0.022877806589882237,-0.11088690613752182,-0.1235097466737968,-0.016556224591053263,-0.14390342706305448,0.023419257430123627,-0.023435841912314605,-0.02912953765582925,-0.02987968300366024,0.8050585902219439,0.5841325880987828,1.0,0.711275805042686,0.7625614669745512,0.8506220643127457,0.5235951853104823,0.9903207619229709,0.7854176097760209,0.41163737458085675,0.413141367155382,0.4482766174896147,0.562535962401593,0.33271432585726396,0.09022668202395268,-0.011782222377334861,-0.006805532779784409,0.02793026066670581,-0.02489821130217887,-0.027980146414969025,-0.0257986508116304,-0.04310363958244756,0.03471428640843138,-0.03033522199242085,0.06143836570621781,-0.015685765624462365,0.09022668202395268,-0.12457276905426783,-0.12627354035036606,0.2330086420092227,-0.01021611867717948,-0.011782222377334861,-0.12457276905426783,-0.10960418915808195,0.009955545302393773,-0.1108869061375218,0.02341925743012365,-0.007782851491525976,-0.008461893865685851,0.029280314505600428,0.028988205278114233,0.045290001335510234,-0.128193597044701,-0.008457748423936902,0.017640104720930614,0.09961667237468978,0.06721810737300452,0.0980555360610161,0.08504340572758737,0.9148802630014256,0.26925760517297653,0.9256440754260006,0.8943102822425526
Flow IAT Min,-0.13896595363854666,0.42032578546842697,-0.006024718425071269,-0.011598734261888281,-0.007223047710660215,-0.00513282447185415,-0.21259216735865152,-0.0476576933058962,-0.23365971187737455,-0.20063511277838772,-0.21180058167658086,-0.09602906248558804,-0.1853877369969026,-0.2031032163195951,-0.01740754140439949,-0.01781262465076598,0.977585173595594,-0.057917262735009356,0.711275805042686,1.0,0.4242620388111272,0.8980407285444513,-0.06598243224514481,0.7176127101899707,0.90911382625578,-0.07097757599836169,-0.04171917182174421,-0.061475438615149064,-0.06094819512056089,-0.02188926892793193,-0.04052554738683459,-0.006689785861284679,-0.00690508165061368,-0.01347176117394986,-0.01484208208314467,-0.016683482247865478,-0.04831896559192305,-0.24770310606179063,-0.21300629556762204,-0.2425298440377671,-0.1625698868006347,-0.010003880730415627,-0.04052554738683459,-0.1481693578730356,-0.24758937326152278,0.3063343195923001,-0.03030928342052564,-0.006689785861284679,-0.1481693578730356,-0.16775456515641776,-0.22909653393238838,-0.23365971187737455,-0.18538773699690267,-0.006024718425071269,-0.007223047710660214,-0.01159873426188828,-0.00513282447185415,0.13613521291847316,-0.09868321678112271,-0.005867586340029539,-0.06705251023125734,-0.017592445128444125,-0.013528216517711725,-0.019701610086880893,-0.014623193497336899,0.6509777725246139,-0.023056344864024234,0.6263460327789145,0.6607328083057834
Fwd IAT Total,-0.1956011065885046,0.9957229033275027,0.08509359984654022,0.04848809027176301,0.08780013287324843,0.0357786431374995,-0.006906642173033036,-0.010299980010384069,-0.05459289612882404,-0.06691521984079207,0.14880605223997148,-0.15052531745976436,0.15790906747526004,0.10119538258412628,-0.030214410616626615,-0.03100966120797883,0.5098828085138292,0.5137441238181809,0.7625614669745512,0.4242620388111272,1.0,0.5646708587176097,0.6014698907793521,0.7719967647372135,0.46547952786555497,0.8022716467354831,0.41337603028118564,0.5595309975755003,0.5993193849418157,0.23967062759704663,0.06425889785114931,-0.012491427632290797,0.08699824329942155,0.049719152813665055,-0.02583165285260016,-0.02906904539066397,-0.011578133587094393,0.11694036010605295,0.17481208443952326,0.10921207935038385,0.1933762957996861,-0.017846943141110364,0.06425889785114931,-0.053196918207477864,0.0024592232119180013,0.06713320056274154,-0.0280371930446851,-0.012491427632290797,-0.053196918207477864,-0.09502756413617482,0.14136634702155518,-0.05459289612882403,0.15790906747526007,0.08509359984654022,0.08780013287324843,0.048488090271763006,0.03577864313749949,-0.022639011447471487,-0.1101511961958935,0.08414362201842365,-0.045909229896293396,0.19552520629759135,0.17950605023264934,0.23321259861320448,0.14829525653841172,0.7192647566125568,0.3083351890626548,0.743353179760261,0.6873155129025841
Fwd IAT Mean,-0.15320141720867803,0.5606397567670346,-0.007318941632132938,-0.01029237322107217,-0.008384735082579453,-0.005259406275397358,-0.19258500488542643,-0.028733382866107646,-0.2003320624834762,-0.1820990356034536,-0.18724742400641234,-0.11110082325043318,-0.1673626544274313,-0.18204511809825688,-0.021615139081200736,-0.022123869251403982,0.9630157483577899,0.3420230402115631,0.8506220643127457,0.8980407285444513,0.5646708587176097,1.0,0.06853634851142208,0.858299429742686,0.9887015701235851,0.10554581872160713,0.2777898955749742,0.03668663935569109,0.17944158940564514,0.3070614457805295,0.0750704146078914,-0.008467870692453479,-0.00808727473555554,-0.011792306385262963,-0.018434540282594624,-0.0207207456053263,-0.03306174981096911,-0.21682130248485387,-0.17924311733988596,-0.21199641186469942,-0.13371278172443918,-0.012175894946243552,0.0750704146078914,-0.1559843962418043,-0.24258835522173716,0.3190038754534884,-0.025625523808308896,-0.008467870692453479,-0.1559843962418043,-0.15468633010513266,-0.19608156473033517,-0.20033206248347624,-0.1673626544274313,-0.007318941632132938,-0.008384735082579453,-0.01029237322107217,-0.005259406275397358,0.09350620139575318,-0.10980502419344665,-0.007170670615951998,-0.021849500680439126,0.0014378737426426853,-0.001298123115873069,0.0008813774822941987,0.002456134275508099,0.7961494928132603,0.03313623173791733,0.7754790662720099,0.8003223288405753
Fwd IAT Std,-0.1114103136974737,0.600390023272166,-0.006491173679362702,0.01302064694527092,-0.005481675007924517,0.0055887974106350255,0.11901125569408966,0.039207151952504786,0.12656090409102838,0.08281679432070725,0.23787734671656444,-0.08676352108422042,0.2351323933825677,0.22113657891975907,-0.022105451097209215,-0.022662586502569804,0.017665585529256133,0.593140085215621,0.5235951853104823,-0.06598243224514481,0.6014698907793521,0.06853634851142208,1.0,0.5304423424707887,-0.06789098463953692,0.6265335183425138,0.3508764427286762,0.7557675211517163,0.6981244740323611,0.14054369808735281,0.11164233371648599,-0.009353286253716838,-0.005633847654892176,0.013696400658350026,-0.018884514426546765,-0.021221174502376355,0.04197608976598296,0.24957022951064264,0.27932457135722005,0.24607671192147498,0.27078755660863224,-0.00895174222332054,0.11164233371648599,-0.012049142755132058,0.09239663254100158,-0.0058559883544727605,0.048643564314916204,-0.009353286253716838,-0.012049142755132058,-0.03424788420639607,0.26330201218229615,0.12656090409102838,0.23513239338256772,-0.006491173679362702,-0.005481675007924518,0.01302064694527092,0.005588797410635026,-0.07632751138485769,-0.06263436574184289,-0.006754554763301149,0.07677127455759344,0.12150267981532799,0.08274740406057551,0.12442658243445293,0.10460733329995081,0.4625802628559432,0.36433196283158703,0.502807735601917,0.42498817643960063
Fwd IAT Max,-0.18131415666762318,0.7678382421180276,-0.007827380133875747,0.012426945951766749,-0.008047649039996836,0.012058695687047706,-0.10742024293282398,-0.018493823269905247,-0.10638254563452545,-0.12049484836003642,-0.024243308630110965,-0.13801291091004037,0.01394345248184043,-0.03346421386959124,-0.028056001533888507,-0.028754138193543815,0.805730363185756,0.5591916085075203,0.9903207619229709,0.7176127101899707,0.7719967647372135,0.858299429742686,0.5304423424707887,1.0,0.7920661762123448,0.4081654040509657,0.40696160153679417,0.4362407333732533,0.5489336349481723,0.3290633378618145,0.09295783039893508,-0.011315264316514351,-0.007585995417262345,0.011106162136690854,-0.02395982106514889,-0.026928018831545317,-0.02126261697338362,-0.047906762422880354,0.026958833809349544,-0.03820664285335596,0.0510266131983342,-0.01522538513454807,0.09295783039893508,-0.12601790062081167,-0.13903158382546152,0.2407857320934509,-0.0084146350335948,-0.011315264316514351,-0.12601790062081167,-0.12946000688544812,0.0026751891184729247,-0.10638254563452545,0.013943452481840415,-0.007827380133875744,-0.008047649039996834,0.01242694595176675,0.012058695687047705,0.048230009655947675,-0.12116801941972893,-0.008088544880871408,0.012509116831922122,0.09426696587502116,0.06728599609405525,0.09428387816622152,0.07867034147927635,0.9073369564937782,0.2653385303896088,0.9180362196874314,0.8869808988614312
Fwd IAT Min,-0.13694105703630877,0.46155614559347885,-0.006239124466860623,-0.011631196664506852,-0.007449059597109591,-0.005313294997216868,-0.21122910858993604,-0.04524400090844386,-0.2199381057970913,-0.19322111555899613,-0.21891101227809656,-0.09709136200583317,-0.1911489721350158,-0.21007866124341615,-0.018031558122939446,-0.018451056913561147,0.9598055266829402,0.25744401887330076,0.7854176097760209,0.90911382625578,0.46547952786555497,0.9887015701235851,-0.06789098463953692,0.7920661762123448,1.0,0.0020167604728933823,0.22090495336824367,-0.062466987139979425,0.09192155515483827,0.28403371699632385,0.05555214896640845,-0.006951604878118207,-0.0071216130570589675,-0.013447808179083587,-0.015374022207307173,-0.017281532063097304,-0.050349365920174444,-0.250384683769492,-0.21275336462227365,-0.2417636012286119,-0.1644005887746014,-0.01071855018599265,0.05555214896640845,-0.15323506262788028,-0.2556604849279183,0.3196017790440617,-0.03188050876469209,-0.006951604878118207,-0.15323506262788028,-0.14505499030143248,-0.22745268602834443,-0.21993810579709136,-0.19114897213501578,-0.006239124466860623,-0.007449059597109589,-0.011631196664506852,-0.005313294997216866,0.10645015967482425,-0.10165546816084138,-0.006067586285662813,-0.03111668407203406,-0.017767602167624477,-0.013852337132802255,-0.019959550280847577,-0.01468063159434575,0.7387646861170739,-0.023125816720143754,0.7111721399802186,0.7494305512662482
Bwd IAT Total,-0.12808516667152722,0.8080607458174766,-0.005019195808367415,0.0757953295523642,-0.0013318931357344569,0.05629278634441483,0.10474503077250437,-0.08106822491193001,0.023495864913086497,0.031643444200798926,0.32195328097419773,-0.11001433329921702,0.3053066844779737,0.25881727450338043,-0.02262205114048915,-0.023256387645349267,0.012424801234705142,0.5089479365646604,0.41163737458085675,-0.07097757599836169,0.8022716467354831,0.10554581872160713,0.6265335183425138,0.4081654040509657,0.0020167604728933823,1.0,0.5247539432777872,0.7167999885181993,0.7644673933026329,0.30283096419820266,0.07936376158835375,-0.009598647676975554,-0.0012636592380136698,0.07849855997366022,-0.019380208320591716,-0.02177386737421072,-0.08617548369700283,0.29136549328660416,0.30758533739967786,0.2815875603992698,0.32591733342112594,-0.014441915225412983,0.07936376158835375,0.05036416968471356,0.19264435293623644,-0.09213485284878614,-0.019201106375656755,-0.009598647676975554,0.05036416968471356,0.03774455074604243,0.27528877269368984,0.023495864913086476,0.30530668447797366,-0.005019195808367418,-0.001331893135734457,0.07579532955236418,0.05629278634441483,-0.06195742586895473,-0.057753533188041335,-0.0064404895632786275,0.04744575893126113,0.1122425489564586,0.1053172444929586,0.14987690298180523,0.08801581036230496,0.4205463716743767,0.2957430277214108,0.4514962572143416,0.38659275917634434
Bwd IAT Mean,-0.07174372041765095,0.4196209033279422,-0.004161286408438616,-0.00022737775752893204,-0.0036090417905315685,-0.002265589876348049,-0.024481209387168863,-0.03707531629393423,0.016661919403278904,-0.02899827242708218,0.0027785701147099665,-0.04986295869079358,-0.017780274184216717,-0.002458976027935674,-0.013349438319130047,-0.013675051408404065,0.09396948747253021,0.6899922900777653,0.413141367155382,-0.04171917182174421,0.41337603028118564,0.2777898955749742,0.3508764427286762,0.40696160153679417,0.22090495336824367,0.5247539432777872,1.0,0.48856430666463085,0.7596587791286192,0.9374283666382364,0.2351617650359666,-0.005643696250382378,-0.0036789907425354208,0.000594945662446323,-0.01139518139349288,-0.012805678274426814,-0.0476411288154727,-0.001556946539720219,0.014766230119713472,0.0011363693052150023,0.000818504897898313,-0.008339877227921769,0.2351617650359666,-0.04775533486714704,0.03991608144687297,0.01996120593916661,0.0020693748462738966,-0.005643696250382378,-0.04775533486714704,0.0029647710489851416,0.003906430946677945,0.0166619194032789,-0.017780274184216724,-0.004161286408438615,-0.0036090417905315685,-0.00022737775752893196,-0.002265589876348049,-0.02523553897342758,-0.04447033107889929,-0.004146953248807286,0.12008739219796459,0.12975029447371011,0.07890117009514001,0.12610865610839825,0.11581499279218092,0.3885855637212839,0.3888399739826741,0.44512800994028406,0.34679417056871825
Bwd IAT Std,-0.113765377414474,0.5706982183852977,-0.005793225971403186,0.011446646903947576,-0.004639888577046966,0.003430736415381887,0.06660858586794291,-0.07459924045660409,0.07589547437015742,0.03876495254275624,0.23842249625536824,-0.10415219945318291,0.18841138597193077,0.22168758756212947,-0.01963770279175497,-0.02013047692952842,-0.0022086513424087093,0.46250172163469894,0.4482766174896147,-0.061475438615149064,0.5595309975755003,0.03668663935569109,0.7557675211517163,0.4362407333732533,-0.062466987139979425,0.7167999885181993,0.48856430666463085,1.0,0.8426269383756584,0.18935553672770034,0.009251616207352003,-0.008308338729914308,-0.004667192001805888,0.012415358858116529,-0.016775018852072894,-0.018848277548834596,-0.07654314511493213,0.22739239351369012,0.2125627197326859,0.22383279916080423,0.22375716504139198,-0.012320679971071759,0.009251616207352003,0.01866415308180003,0.1883464434003113,-0.09858176697327063,0.04935597519442366,-0.008308338729914308,0.01866415308180003,0.018688007765034605,0.19335740096237558,0.07589547437015744,0.18841138597193074,-0.005793225971403186,-0.004639888577046966,0.01144664690394758,0.003430736415381888,-0.022649960088370766,-0.05565813279591274,-0.006014544778037822,0.11003265232166722,0.15540342425346743,0.10406175887157341,0.15560371420380256,0.13417667649124967,0.4167544487032808,0.4769889054832396,0.48180463154607145,0.3665134667267793
Bwd IAT Max,-0.10997812806336438,0.6109221270529775,-0.004811465757556208,0.05367186174557275,-0.004408065027942209,0.04484746041781112,0.036532205054995756,-0.06626281878525249,0.033446641515970946,0.0014376632190959714,0.2165647389824543,-0.09158812778340507,0.2216050151541859,0.1885832274131678,-0.019414982523137177,-0.019963471271834923,0.047082843335493854,0.6858301543290845,0.562535962401593,-0.06094819512056089,0.5993193849418157,0.17944158940564514,0.6981244740323611,0.5489336349481723,0.09192155515483827,0.7644673933026329,0.7596587791286192,0.8426269383756584,1.0,0.5855908012579923,0.13872112570836476,-0.00823992624986231,-0.002123479827219275,0.05406273280537088,-0.016636423443490957,-0.018689747266474835,-0.0735402399676912,0.19718976137891497,0.24291852043666365,0.20549542759260092,0.24087038923865506,-0.012289940268652008,0.13872112570836476,0.013084617418281756,0.14291018326436555,-0.05498145450897837,0.01714129662911517,-0.00823992624986231,0.013084617418281756,0.056865971698517336,0.22000015007382548,0.03344664151597093,0.2216050151541859,-0.004811465757556208,-0.00440806502794221,0.05367186174557275,0.04484746041781112,-0.04599944215120239,-0.05721784675238102,-0.005953258329450996,0.10014724203013854,0.14235869472468693,0.0962160583982476,0.14218746292449727,0.12221084882625363,0.5520485834405141,0.4473592935960264,0.6035936294976357,0.5075268917855268
Bwd IAT Min,-0.03443777338381877,0.24234613231036164,-0.0022948822479616935,-0.0029499117206307403,-0.0021439772256484782,-0.0020344681544590677,-0.05860562238332814,-0.010966699883032756,-0.01184387590293818,-0.052376622592689596,-0.0766453718834103,-0.013454943742198513,-0.06289213144171352,-0.07528493071874018,-0.007014126327847376,-0.007183048779701945,0.10931076314837258,0.6304402291670905,0.33271432585726396,-0.02188926892793193,0.23967062759704663,0.3070614457805295,0.14054369808735281,0.3290633378618145,0.28403371699632385,0.30283096419820266,0.9374283666382364,0.18935553672770034,0.5855908012579923,1.0,0.26464049320274785,-0.0029643142650021253,-0.0021765743775196537,-0.003006062255456397,-0.005985311422212029,-0.006727141877667441,-0.022352182835101254,-0.0782040725778032,-0.03816524637931526,-0.06825426692039627,-0.05715093468723951,-0.004414084823007671,0.26464049320274785,-0.05591118701484165,-0.0333948436114778,0.06418849443215141,-0.012919470260662588,-0.0029643142650021253,-0.05591118701484165,0.009259376422956251,-0.04344583143671838,-0.011843875902938178,-0.0628921314417135,-0.002294882247961694,-0.002143977225648478,-0.00294991172063074,-0.0020344681544590677,-0.023137436975136174,-0.028614187049488725,-0.0022366762637031565,0.08688945990903055,0.08194193978912222,0.04594842071777566,0.07490469341605142,0.07423195465603963,0.32228117134735434,0.24542788708118607,0.35690530608877946,0.297102881894944
